ScenarioID,ScenarioDescription,RequiredTrait,AgeRange,ChoiceID,ChoiceDescription,RequiredTrait,QuizID,OutcomeID,OutcomeDescription,Impact,ResultTrait
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C3,"Put them on hold and see how long they stay.","None","None",SC124C4O6,"They call back later, now even more persistent.","I12","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C4,"Have a deep, philosophical conversation with them.","None","None",SC124C5O7,"They actually open up and share their life story.","I6","None"
SC124,"You receive a scam call, but instead of hanging up, you decide to have some fun. What’s your approach?","None","AGE6",SC124C4,"Have a deep, philosophical conversation with them.","None","None",SC124C5O8,"They hang up immediately, and now you're disappointed.","I8","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C1,"Enter the correct numbers and embrace reality.","None","None",SC125C2O1,"It builds a reasonable plan, and you feel responsible.","I2","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C1,"Enter the correct numbers and embrace reality.","None","None",SC125C2O2,"The plan it suggests is way too intense, and now you're exhausted just reading it.","I9","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C2,"Shave a few years and pounds off—no one will know.","None","None",SC125C3O3,"It gives you a beginner-friendly routine. Smart move!","I5","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C2,"Shave a few years and pounds off—no one will know.","None","None",SC125C3O4,"The AI trainer keeps calling you 'young and spry,' and now you feel guilty.","I10","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C3,"Close the app and go take a nap instead.","None","None",SC125C4O5,"Best decision ever. Naps are the real fitness hack.","I3","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C3,"Close the app and go take a nap instead.","None","None",SC125C4O6,"You wake up feeling groggy and confused.","I12","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C4,"Throw your phone across the room. Rude question.","None","None",SC125C5O7,"It felt satisfying in the moment.","I6","None"
SC125,"You’ve decided to try out one of those fancy new fitness apps. It asks for your weight and age before starting. How do you proceed?","None","AGE6",SC125C4,"Throw your phone across the room. Rude question.","None","None",SC125C5O8,"Now you have to go pick up your phone… slowly.","I8","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C1,"Give a detailed and accurate history lesson.","None","None",SC126C2O1,"They listen intently, and you feel wise.","I2","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C1,"Give a detailed and accurate history lesson.","None","None",SC126C2O2,"Halfway through, they lose interest and check their phone.","I9","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C2,"Exaggerate wildly for entertainment value.","None","None",SC126C3O3,"They believe every word and think you're legendary.","I5","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C2,"Exaggerate wildly for entertainment value.","None","None",SC126C3O4,"They fact-check you online and call you out.","I10","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C3,"Tell them it was exactly like now, but with worse internet.","None","None",SC126C4O5,"They accept this answer and move on.","I3","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C3,"Tell them it was exactly like now, but with worse internet.","None","None",SC126C4O6,"They demand more details, and now you're trapped in a conversation.","I12","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C4,"Stare at them for a long time, then just say 'different' and walk away.","None","None",SC126C5O7,"They are now deeply intrigued by your mysterious past.","I6","None"
SC126,"A neighbor’s kid asks what life was like 'back in your day.' How do you respond?","None","AGE6",SC126C4,"Stare at them for a long time, then just say 'different' and walk away.","None","None",SC126C5O8,"They shrug and immediately forget they asked.","I8","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C1,"Politely ask them to fix it.","None","None",SC127C2O1,"They apologize and bring you the right meal.","I2","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C1,"Politely ask them to fix it.","None","None",SC127C2O2,"They ‘fix it’ by removing one ingredient and calling it a day.","I9","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C2,"Eat it anyway. Food is food.","None","None",SC127C3O3,"You discover a new favorite dish.","I5","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C2,"Eat it anyway. Food is food.","None","None",SC127C3O4,"You suffer in silence, chewing sadly.","I10","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C3,"Tell an elaborate story about how this meal reminds you of your childhood.","None","None",SC127C4O5,"The waiter listens politely and comps your drink.","I3","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C3,"Tell an elaborate story about how this meal reminds you of your childhood.","None","None",SC127C4O6,"The waiter walks away mid-story.","I12","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C4,"Write a strongly worded review online.","None","None",SC127C5O7,"You feel powerful for exactly five minutes.","I6","None"
SC127,"You're at a restaurant, and they mess up your order. How do you handle it?","None","AGE6",SC127C4,"Write a strongly worded review online.","None","None",SC127C5O8,"You forget your password and can't post it anyway.","I8","None"
SC128,"Your phone asks if you’d like to enable voice assistant features. How do you respond?","None","AGE6",SC128C1,"Enable it and try it out.","None","None",SC128C2O1,"It actually makes life easier, and now you feel tech-savvy.","I2","None"
SC128,"Your phone asks if you’d like to enable voice assistant features. How do you respond?","None","AGE6",SC128C1,"Enable it and try it out.","None","None",SC128C2O2,"It mishears everything you say, and now you're arguing with your phone.","I9","None"
SC128,"Your phone asks if you’d like to enable voice assistant features. How do you respond?","None","AGE6",SC128C2,"Disable it immediately. No robots in your house.","None","None",SC128C3O3,"You sleep better knowing no AI is listening.","I5","None"
SC128,"Your phone asks if you’d like to enable voice assistant features. How do you respond?","None","AGE6",SC128C2,"Disable it immediately. No robots in your house.","None","None",SC128C3O4,"You later forget and start yelling commands at a non-existent assistant.","I10","None"
